Category,Hour,Count
Mall,17,127
Mall,18,114
Mall,19,104
Mall,20,75
Mall,21,41
Mall,22,16
Mall,23,12
Elementary School,0,0
Elementary School,1,0
Elementary School,2,0
Elementary School,3,0
Elementary School,4,0
Elementary School,5,1
Elementary School,6,0
Elementary School,7,16
Elementary School,8,39
Elementary School,9,20
Elementary School,10,8
Elementary School,11,4
Elementary School,12,2
Elementary School,13,5
Elementary School,14,11
Elementary School,15,12
Elementary School,16,3
Elementary School,17,3
Elementary School,18,3
Elementary School,19,8
Elementary School,20,2
Elementary School,21,1
Elementary School,22,2
Elementary School,23,0
Steakhouse,0,5
Steakhouse,1,2
Steakhouse,2,2
Steakhouse,3,2
Steakhouse,4,2
Steakhouse,5,1
Steakhouse,6,0
Steakhouse,7,2
Steakhouse,8,3
Steakhouse,9,5
Steakhouse,10,1
Steakhouse,11,7
Steakhouse,12,29
Steakhouse,13,16
Steakhouse,14,10
Steakhouse,15,15
Steakhouse,16,16
Steakhouse,17,27
Steakhouse,18,43
Steakhouse,19,54
Steakhouse,20,53
Steakhouse,21,43
Steakhouse,22,22
Steakhouse,23,9
Subway,0,151
Subway,1,118
Subway,2,60
Subway,3,71
Subway,4,120
Subway,5,204
Subway,6,403
Subway,7,916
Subway,8,1167
Subway,9,611
Subway,10,433
Subway,11,339
Subway,12,354
Subway,13,418
Subway,14,380
Subway,15,415
Subway,16,413
Subway,17,516
Subway,18,466
Subway,19,485
Subway,20,475
Subway,21,345
Subway,22,262
Subway,23,226
Electronics Store,0,11
Electronics Store,1,12
Electronics Store,2,14
Electronics Store,3,5
Electronics Store,4,3
Electronics Store,5,3
Electronics Store,6,7
Electronics Store,7,25
Electronics Store,8,26
Electronics Store,9,64
Electronics Store,10,60
Electronics Store,11,74
Electronics Store,12,95
Electronics Store,13,134
Electronics Store,14,96
Electronics Store,15,123
Electronics Store,16,114
Electronics Store,17,94
Electronics Store,18,124
Electronics Store,19,94
Electronics Store,20,103
Electronics Store,21,45
Electronics Store,22,22
Electronics Store,23,13
Burrito Place,0,1
Burrito Place,1,0
Burrito Place,2,1
Burrito Place,3,2
Burrito Place,4,0
Burrito Place,5,0
Burrito Place,6,0
Burrito Place,7,2
Burrito Place,8,12
Burrito Place,9,11
Burrito Place,10,41
Burrito Place,11,3
Burrito Place,12,26
Burrito Place,13,29
Burrito Place,14,13
Burrito Place,15,17
Burrito Place,16,11
Burrito Place,17,20
Burrito Place,18,21
Burrito Place,19,32
Burrito Place,20,23
Burrito Place,21,12
Burrito Place,22,12
Burrito Place,23,4
Ramen /  Noodle House,0,3
Ramen /  Noodle House,1,0
Ramen /  Noodle House,2,0
Ramen /  Noodle House,3,2
Ramen /  Noodle House,4,6
Ramen /  Noodle House,5,2
Ramen /  Noodle House,6,0
Ramen /  Noodle House,7,0
Ramen /  Noodle House,8,0
Ramen /  Noodle House,9,0
Ramen /  Noodle House,10,0
Ramen /  Noodle House,11,4
Ramen /  Noodle House,12,33
Ramen /  Noodle House,13,40
Ramen /  Noodle House,14,47
Ramen /  Noodle House,15,12
Ramen /  Noodle House,16,7
Ramen /  Noodle House,17,14
Ramen /  Noodle House,18,29
Ramen /  Noodle House,19,37
Ramen /  Noodle House,20,43
Ramen /  Noodle House,21,29
Ramen /  Noodle House,22,15
Ramen /  Noodle House,23,9
Arepa Restaurant,0,0
Arepa Restaurant,1,0
Arepa Restaurant,2,0
Arepa Restaurant,3,0
Arepa Restaurant,4,0
Arepa Restaurant,5,0
Arepa Restaurant,6,0
Arepa Restaurant,7,0
Arepa Restaurant,8,0
Arepa Restaurant,9,0
Arepa Restaurant,10,0
Arepa Restaurant,11,0
Arepa Restaurant,12,2
Arepa Restaurant,13,2
Arepa Restaurant,14,2
Arepa Restaurant,15,3
Arepa Restaurant,16,1
Arepa Restaurant,17,0
Arepa Restaurant,18,0
Arepa Restaurant,19,2
Arepa Restaurant,20,5
Arepa Restaurant,21,1
Arepa Restaurant,22,1
Arepa Restaurant,23,1
Neighborhood,0,124
Neighborhood,1,110
Neighborhood,2,80
Neighborhood,3,73
Neighborhood,4,65
Neighborhood,5,74
Neighborhood,6,153
Neighborhood,7,247
Neighborhood,8,300
Neighborhood,9,229
Neighborhood,10,223
Neighborhood,11,203
Neighborhood,12,190
Neighborhood,13,176
Neighborhood,14,211
Neighborhood,15,224
Neighborhood,16,236
Neighborhood,17,244
Neighborhood,18,311
Neighborhood,19,269
Neighborhood,20,297
Neighborhood,21,214
Neighborhood,22,186
Neighborhood,23,165
Fair,0,1
Fair,1,0
Fair,2,0
Fair,3,0
Fair,4,0
Fair,5,0
Fair,6,0
Fair,7,0
Fair,8,0
Fair,9,0
Fair,10,0
Fair,11,1
Fair,12,2
Fair,13,1
Fair,14,6
Fair,15,2
Fair,16,1
Fair,17,1
Fair,18,4
Fair,19,1
Fair,20,2
Fair,21,0
Fair,22,0
Fair,23,2
Gastropub,0,13
Gastropub,1,12
Gastropub,2,3
Gastropub,3,3
Gastropub,4,0
Gastropub,5,0
Gastropub,6,0
Gastropub,7,0
Gastropub,8,0
Gastropub,9,3
Gastropub,10,3
Gastropub,11,3
Gastropub,12,13
Gastropub,13,14
Gastropub,14,11
Gastropub,15,7
Gastropub,16,11
Gastropub,17,19
Gastropub,18,41
Gastropub,19,52
Gastropub,20,42
Gastropub,21,38
Gastropub,22,21
Gastropub,23,23
Wings Joint,0,3
Wings Joint,1,3
Wings Joint,2,0
Wings Joint,3,0
Wings Joint,4,0
Wings Joint,5,0
Wings Joint,6,0
Wings Joint,7,0
Wings Joint,8,0
Wings Joint,9,0
Wings Joint,10,0
Wings Joint,11,1
Wings Joint,12,5
Wings Joint,13,10
Wings Joint,14,9
Wings Joint,15,7
Wings Joint,16,6
Wings Joint,17,15
Wings Joint,18,17
Wings Joint,19,23
Wings Joint,20,20
Wings Joint,21,18
Wings Joint,22,8
Wings Joint,23,4
Nightlife Spot,0,2
Nightlife Spot,1,1
Nightlife Spot,2,1
Nightlife Spot,3,0
Nightlife Spot,4,0
Nightlife Spot,5,0
Nightlife Spot,6,0
Nightlife Spot,7,1
Nightlife Spot,8,1
Nightlife Spot,9,0
Nightlife Spot,10,0
Nightlife Spot,11,2
Nightlife Spot,12,1
Nightlife Spot,13,0
Nightlife Spot,14,1
Nightlife Spot,15,1
Nightlife Spot,16,0
Nightlife Spot,17,0
Nightlife Spot,18,0
Nightlife Spot,19,1
Nightlife Spot,20,4
Nightlife Spot,21,3
Nightlife Spot,22,1
Nightlife Spot,23,0
Medical School,0,0
Medical School,1,0
Medical School,2,0
Medical School,3,0
Medical School,4,0
Medical School,5,0
Medical School,6,6
Medical School,7,5
Medical School,8,5
Medical School,9,13
Medical School,10,5
Medical School,11,2
Medical School,12,1
Medical School,13,3
Medical School,14,6
Medical School,15,0
Medical School,16,3
Medical School,17,0
Medical School,18,2
Medical School,19,0
Medical School,20,1
Medical School,21,1
Medical School,22,0
Medical School,23,0
Toy / Game Store,0,5
Toy / Game Store,1,0
Toy / Game Store,2,0
Toy / Game Store,3,2
Toy / Game Store,4,0
Toy / Game Store,5,1
Toy / Game Store,6,0
Toy / Game Store,7,1
Toy / Game Store,8,3
Toy / Game Store,9,14
Toy / Game Store,10,6
Toy / Game Store,11,10
Toy / Game Store,12,17
Toy / Game Store,13,18
Toy / Game Store,14,16
Toy / Game Store,15,16
Toy / Game Store,16,28
Toy / Game Store,17,22
Toy / Game Store,18,18
Toy / Game Store,19,18
Toy / Game Store,20,17
Toy / Game Store,21,8
Toy / Game Store,22,6
Toy / Game Store,23,3
Animal Shelter,0,0
Animal Shelter,1,1
Animal Shelter,2,1
Animal Shelter,3,0
Animal Shelter,4,1
Animal Shelter,5,3
Animal Shelter,6,3
Animal Shelter,7,0
Animal Shelter,8,8
Animal Shelter,9,3
Animal Shelter,10,2
Animal Shelter,11,1
Animal Shelter,12,6
Animal Shelter,13,2
Animal Shelter,14,10
Animal Shelter,15,4
Animal Shelter,16,1
Animal Shelter,17,3
Animal Shelter,18,6
Animal Shelter,19,4
Animal Shelter,20,1
Animal Shelter,21,1
Animal Shelter,22,0
Animal Shelter,23,1
Donut Shop,0,10
Donut Shop,1,8
Donut Shop,2,6
Donut Shop,3,7
Donut Shop,4,7
Donut Shop,5,25
Donut Shop,6,80
Donut Shop,7,141
Donut Shop,8,167
Donut Shop,9,136
Donut Shop,10,89
Donut Shop,11,42
Donut Shop,12,52
Donut Shop,13,56
Donut Shop,14,74
Donut Shop,15,49
Donut Shop,16,35
Donut Shop,17,33
Donut Shop,18,29
Donut Shop,19,38
Donut Shop,20,28
Donut Shop,21,27
Donut Shop,22,17
Donut Shop,23,12
High School,0,10
High School,1,5
High School,2,1
High School,3,1
High School,4,1
High School,5,0
High School,6,9
High School,7,126
High School,8,126
High School,9,41
High School,10,33
High School,11,27
High School,12,14
High School,13,27
High School,14,48
High School,15,26
High School,16,16
High School,17,23
High School,18,41
High School,19,29
High School,20,20
High School,21,8
High School,22,7
High School,23,9
Nursery School,0,0
Nursery School,1,0
Nursery School,2,1
Nursery School,3,0
Nursery School,4,0
Nursery School,5,0
Nursery School,6,0
Nursery School,7,1
Nursery School,8,49
Nursery School,9,13
Nursery School,10,2
Nursery School,11,3
Nursery School,12,10
Nursery School,13,4
Nursery School,14,4
Nursery School,15,3
Nursery School,16,0
Nursery School,17,2
Nursery School,18,0
Nursery School,19,0
Nursery School,20,0
Nursery School,21,0
Nursery School,22,2
Nursery School,23,0
Gaming Cafe,0,1
Gaming Cafe,1,0
Gaming Cafe,2,1
Gaming Cafe,3,1
Gaming Cafe,4,0
Gaming Cafe,5,0
Gaming Cafe,6,0
Gaming Cafe,7,0
Gaming Cafe,8,1
Gaming Cafe,9,0
Gaming Cafe,10,0
Gaming Cafe,11,1
Gaming Cafe,12,1
Gaming Cafe,13,1
Gaming Cafe,14,2
Gaming Cafe,15,0
Gaming Cafe,16,0
Gaming Cafe,17,1
Gaming Cafe,18,3
Gaming Cafe,19,0
Gaming Cafe,20,0
Gaming Cafe,21,0
Gaming Cafe,22,0
Gaming Cafe,23,1
General Travel,0,63
General Travel,1,30
General Travel,2,27
General Travel,3,21
General Travel,4,15
General Travel,5,8
General Travel,6,32
General Travel,7,85
General Travel,8,52
General Travel,9,43
General Travel,10,36
General Travel,11,44
General Travel,12,129
General Travel,13,54
General Travel,14,63
General Travel,15,81
General Travel,16,66
General Travel,17,77
General Travel,18,54
General Travel,19,43
General Travel,20,32
General Travel,21,40
General Travel,22,23
General Travel,23,41
Cafe,0,21
Cafe,1,10
Cafe,2,7
Cafe,3,29
Cafe,4,0
Cafe,5,5
Cafe,6,15
Cafe,7,72
Cafe,8,140
Cafe,9,141
Cafe,10,106
Cafe,11,85
Cafe,12,136
Cafe,13,160
Cafe,14,115
Cafe,15,84
Cafe,16,67
Cafe,17,60
Cafe,18,69
Cafe,19,60
Cafe,20,65
Cafe,21,54
Cafe,22,59
Cafe,23,25
Funeral Home,0,1
Funeral Home,1,0
Funeral Home,2,5
Funeral Home,3,2
Funeral Home,4,0
Funeral Home,5,0
Funeral Home,6,1
Funeral Home,7,1
Funeral Home,8,1
Funeral Home,9,1
Funeral Home,10,1
Funeral Home,11,2
Funeral Home,12,3
Funeral Home,13,7
Funeral Home,14,5
Funeral Home,15,7
Funeral Home,16,5
Funeral Home,17,3
Funeral Home,18,3
Funeral Home,19,2
Funeral Home,20,6
Funeral Home,21,2
Funeral Home,22,4
Funeral Home,23,2
Hotel,0,79
Hotel,1,64
Hotel,2,179
Hotel,3,14
Hotel,4,14
Hotel,5,27
Hotel,6,85
Hotel,7,82
Hotel,8,137
Hotel,9,340
Hotel,10,161
Hotel,11,102
Hotel,12,126
Hotel,13,127
Hotel,14,186
Hotel,15,104
Hotel,16,94
Hotel,17,118
Hotel,18,176
Hotel,19,148
Hotel,20,144
Hotel,21,104
Hotel,22,124
Hotel,23,125
Food & Drink Shop,0,39
Food & Drink Shop,1,45
Food & Drink Shop,2,33
Food & Drink Shop,3,21
Food & Drink Shop,4,20
Food & Drink Shop,5,38
Food & Drink Shop,6,84
Food & Drink Shop,7,137
Food & Drink Shop,8,267
Food & Drink Shop,9,309
Food & Drink Shop,10,310
Food & Drink Shop,11,310
Food & Drink Shop,12,450
Food & Drink Shop,13,516
Food & Drink Shop,14,554
Food & Drink Shop,15,515
Food & Drink Shop,16,501
Food & Drink Shop,17,508
Food & Drink Shop,18,559
Food & Drink Shop,19,521
Food & Drink Shop,20,393
Food & Drink Shop,21,206
Food & Drink Shop,22,151
Food & Drink Shop,23,109
Australian Restaurant,0,2
Australian Restaurant,1,1
Australian Restaurant,2,2
Australian Restaurant,3,0
Australian Restaurant,4,0
Australian Restaurant,5,0
Australian Restaurant,6,0
Australian Restaurant,7,0
Australian Restaurant,8,1
Australian Restaurant,9,3
Australian Restaurant,10,0
Australian Restaurant,11,3
Australian Restaurant,12,3
Australian Restaurant,13,9
Australian Restaurant,14,7
Australian Restaurant,15,6
Australian Restaurant,16,0
Australian Restaurant,17,5
Australian Restaurant,18,7
Australian Restaurant,19,5
Australian Restaurant,20,8
Australian Restaurant,21,11
Australian Restaurant,22,2
Australian Restaurant,23,3
Performing Arts Venue,0,11
Performing Arts Venue,1,7
Performing Arts Venue,2,3
Performing Arts Venue,3,3
Performing Arts Venue,4,4
Performing Arts Venue,5,5
Performing Arts Venue,6,1
Performing Arts Venue,7,1
Performing Arts Venue,8,13
Performing Arts Venue,9,30
Performing Arts Venue,10,22
Performing Arts Venue,11,23
Performing Arts Venue,12,27
Performing Arts Venue,13,33
Performing Arts Venue,14,23
Performing Arts Venue,15,21
Performing Arts Venue,16,17
Performing Arts Venue,17,45
Performing Arts Venue,18,51
Performing Arts Venue,19,104
Performing Arts Venue,20,54
Performing Arts Venue,21,34
Performing Arts Venue,22,13
Performing Arts Venue,23,16
Cajun / Creole Restaurant,0,4
Cajun / Creole Restaurant,1,0
Cajun / Creole Restaurant,2,0
Cajun / Creole Restaurant,3,0
Cajun / Creole Restaurant,4,0
Cajun / Creole Restaurant,5,0
Cajun / Creole Restaurant,6,0
Cajun / Creole Restaurant,7,0
Cajun / Creole Restaurant,8,0
Cajun / Creole Restaurant,9,0
Cajun / Creole Restaurant,10,0
Cajun / Creole Restaurant,11,4
Cajun / Creole Restaurant,12,2
Cajun / Creole Restaurant,13,1
Cajun / Creole Restaurant,14,3
Cajun / Creole Restaurant,15,4
Cajun / Creole Restaurant,16,0
Cajun / Creole Restaurant,17,3
Cajun / Creole Restaurant,18,7
Cajun / Creole Restaurant,19,8
Cajun / Creole Restaurant,20,2
Cajun / Creole Restaurant,21,3
Cajun / Creole Restaurant,22,6
Cajun / Creole Restaurant,23,2
Concert Hall,0,9
Concert Hall,1,3
Concert Hall,2,0
Concert Hall,3,1
Concert Hall,4,0
Concert Hall,5,0
Concert Hall,6,0
Concert Hall,7,2
Concert Hall,8,2
Concert Hall,9,4
Concert Hall,10,7
Concert Hall,11,7
Concert Hall,12,4
Concert Hall,13,4
Concert Hall,14,7
Concert Hall,15,7
Concert Hall,16,5
Concert Hall,17,7
Concert Hall,18,15
Concert Hall,19,56
Concert Hall,20,63
Concert Hall,21,29
Concert Hall,22,18
Concert Hall,23,9
Residential Building (Apartment / Condo),0,197
Residential Building (Apartment / Condo),1,145
Residential Building (Apartment / Condo),2,88
Residential Building (Apartment / Condo),3,95
Residential Building (Apartment / Condo),4,58
Residential Building (Apartment / Condo),5,62
Residential Building (Apartment / Condo),6,69
Residential Building (Apartment / Condo),7,177
Residential Building (Apartment / Condo),8,211
Residential Building (Apartment / Condo),9,169
Residential Building (Apartment / Condo),10,145
Residential Building (Apartment / Condo),11,141
Residential Building (Apartment / Condo),12,153
Residential Building (Apartment / Condo),13,263
Residential Building (Apartment / Condo),14,154
Residential Building (Apartment / Condo),15,145
Residential Building (Apartment / Condo),16,156
Residential Building (Apartment / Condo),17,247
Residential Building (Apartment / Condo),18,248
Residential Building (Apartment / Condo),19,272
Residential Building (Apartment / Condo),20,253
Residential Building (Apartment / Condo),21,252
Residential Building (Apartment / Condo),22,241
Residential Building (Apartment / Condo),23,244
Stadium,0,15
Stadium,1,22
Stadium,2,10
Stadium,3,9
Stadium,4,7
Stadium,5,6
Stadium,6,24
Stadium,7,14
Stadium,8,22
Stadium,9,20
Stadium,10,29
Stadium,11,35
Stadium,12,52
Stadium,13,42
Stadium,14,44
Stadium,15,56
Stadium,16,50
Stadium,17,62
Stadium,18,167
Stadium,19,217
Stadium,20,94
Stadium,21,50
Stadium,22,52
Stadium,23,21
Food Truck,0,17
Food Truck,1,21
Food Truck,2,16
Food Truck,3,13
Food Truck,4,7
Food Truck,5,6
Food Truck,6,17
Food Truck,7,9
Food Truck,8,35
Food Truck,9,23
Food Truck,10,21
Food Truck,11,47
Food Truck,12,97
Food Truck,13,135
Food Truck,14,59
Food Truck,15,41
Food Truck,16,33
Food Truck,17,32
Food Truck,18,32
Food Truck,19,19
Food Truck,20,27
Food Truck,21,13
Food Truck,22,24
Food Truck,23,25
Vegetarian / Vegan Restaurant,0,2
Vegetarian / Vegan Restaurant,1,5
Vegetarian / Vegan Restaurant,2,4
Vegetarian / Vegan Restaurant,3,1
Vegetarian / Vegan Restaurant,4,12
Vegetarian / Vegan Restaurant,5,14
Vegetarian / Vegan Restaurant,6,16
Vegetarian / Vegan Restaurant,7,2
Vegetarian / Vegan Restaurant,8,7
Vegetarian / Vegan Restaurant,9,11
Vegetarian / Vegan Restaurant,10,5
Vegetarian / Vegan Restaurant,11,12
Vegetarian / Vegan Restaurant,12,31
Vegetarian / Vegan Restaurant,13,35
Vegetarian / Vegan Restaurant,14,17
Vegetarian / Vegan Restaurant,15,26
Vegetarian / Vegan Restaurant,16,11
Vegetarian / Vegan Restaurant,17,17
Vegetarian / Vegan Restaurant,18,39
Vegetarian / Vegan Restaurant,19,41
Vegetarian / Vegan Restaurant,20,22
Vegetarian / Vegan Restaurant,21,8
Vegetarian / Vegan Restaurant,22,7
Vegetarian / Vegan Restaurant,23,5
Temple,0,1
Temple,1,2
Temple,2,6
Temple,3,4
Temple,4,6
Temple,5,4
Temple,6,0
Temple,7,4
Temple,8,4
Temple,9,1
Temple,10,2
Temple,11,1
Temple,12,3
Temple,13,1
Temple,14,1
Temple,15,3
Temple,16,3
Temple,17,2
Temple,18,2
Temple,19,0
Temple,20,0
Temple,21,3
Temple,22,2
Temple,23,6
Sporting Goods Shop,0,2
Sporting Goods Shop,1,0
Sporting Goods Shop,2,0
Sporting Goods Shop,3,1
Sporting Goods Shop,4,2
Sporting Goods Shop,5,12
Sporting Goods Shop,6,21
Sporting Goods Shop,7,18
Sporting Goods Shop,8,9
Sporting Goods Shop,9,16
Sporting Goods Shop,10,14
Sporting Goods Shop,11,15
Sporting Goods Shop,12,22
Sporting Goods Shop,13,21
Sporting Goods Shop,14,36
Sporting Goods Shop,15,49
Sporting Goods Shop,16,47
Sporting Goods Shop,17,26
Sporting Goods Shop,18,39
Sporting Goods Shop,19,33
Sporting Goods Shop,20,34
Sporting Goods Shop,21,6
Sporting Goods Shop,22,4
Sporting Goods Shop,23,0
Internet Cafe,0,1
Internet Cafe,1,0
Internet Cafe,2,0
Internet Cafe,3,1
Internet Cafe,4,0
Internet Cafe,5,0
Internet Cafe,6,0
Internet Cafe,7,0
Internet Cafe,8,0
Internet Cafe,9,1
Internet Cafe,10,1
Internet Cafe,11,0
Internet Cafe,12,0
Internet Cafe,13,0
Internet Cafe,14,0
Internet Cafe,15,0
Internet Cafe,16,0
Internet Cafe,17,0
Internet Cafe,18,0
Internet Cafe,19,0
Internet Cafe,20,1
Internet Cafe,21,0
Internet Cafe,22,0
Internet Cafe,23,1
Burger Joint,0,39
Burger Joint,1,15
Burger Joint,2,11
Burger Joint,3,7
Burger Joint,4,6
Burger Joint,5,19
Burger Joint,6,21
Burger Joint,7,9
Burger Joint,8,26
Burger Joint,9,9
Burger Joint,10,17
Burger Joint,11,49
Burger Joint,12,149
Burger Joint,13,156
Burger Joint,14,117
Burger Joint,15,110
Burger Joint,16,77
Burger Joint,17,114
Burger Joint,18,151
Burger Joint,19,173
Burger Joint,20,163
Burger Joint,21,112
Burger Joint,22,64
Burger Joint,23,40
Swiss Restaurant,0,0
Swiss Restaurant,1,0
Swiss Restaurant,2,0
Swiss Restaurant,3,1
Swiss Restaurant,4,0
Swiss Restaurant,5,0
Swiss Restaurant,6,0
Swiss Restaurant,7,0
Swiss Restaurant,8,0
Swiss Restaurant,9,0
Swiss Restaurant,10,0
Swiss Restaurant,11,1
Swiss Restaurant,12,1
Swiss Restaurant,13,0
Swiss Restaurant,14,3
Swiss Restaurant,15,0
Swiss Restaurant,16,1
Swiss Restaurant,17,0
Swiss Restaurant,18,2
Swiss Restaurant,19,0
Swiss Restaurant,20,1
Swiss Restaurant,21,2
Swiss Restaurant,22,0
Swiss Restaurant,23,0
Moroccan Restaurant,0,0
Moroccan Restaurant,1,0
Moroccan Restaurant,2,0
Moroccan Restaurant,3,0
Moroccan Restaurant,4,1
Moroccan Restaurant,5,0
Moroccan Restaurant,6,0
Moroccan Restaurant,7,0
Moroccan Restaurant,8,0
Moroccan Restaurant,9,0
Moroccan Restaurant,10,0
Moroccan Restaurant,11,2
Moroccan Restaurant,12,0
Moroccan Restaurant,13,0
Moroccan Restaurant,14,0
Moroccan Restaurant,15,1
Moroccan Restaurant,16,1
Moroccan Restaurant,17,0
Moroccan Restaurant,18,1
Moroccan Restaurant,19,1
Moroccan Restaurant,20,4
Moroccan Restaurant,21,1
Moroccan Restaurant,22,1
Moroccan Restaurant,23,0
Art Gallery,0,28
Art Gallery,1,11
Art Gallery,2,12
Art Gallery,3,2
Art Gallery,4,7
Art Gallery,5,0
Art Gallery,6,8
Art Gallery,7,5
Art Gallery,8,6
Art Gallery,9,10
Art Gallery,10,14
Art Gallery,11,8
Art Gallery,12,26
Art Gallery,13,39
Art Gallery,14,36
Art Gallery,15,43
Art Gallery,16,27
Art Gallery,17,34
Art Gallery,18,50
Art Gallery,19,52
Art Gallery,20,27
Art Gallery,21,11
Art Gallery,22,18
Art Gallery,23,12
Furniture / Home Store,0,2
Furniture / Home Store,1,0
Furniture / Home Store,2,0
Furniture / Home Store,3,0
Furniture / Home Store,4,0
Furniture / Home Store,5,0
Furniture / Home Store,6,2
Furniture / Home Store,7,2
Furniture / Home Store,8,5
Furniture / Home Store,9,17
Furniture / Home Store,10,33
Furniture / Home Store,11,44
Furniture / Home Store,12,48
Furniture / Home Store,13,60
Furniture / Home Store,14,69
Furniture / Home Store,15,72
Furniture / Home Store,16,50
Furniture / Home Store,17,43
Furniture / Home Store,18,52
Furniture / Home Store,19,32
Furniture / Home Store,20,21
Furniture / Home Store,21,7
Furniture / Home Store,22,4
Furniture / Home Store,23,2
Asian Restaurant,0,22
Asian Restaurant,1,12
Asian Restaurant,2,7
Asian Restaurant,3,5
Asian Restaurant,4,4
Asian Restaurant,5,3
Asian Restaurant,6,2
Asian Restaurant,7,0
Asian Restaurant,8,1
Asian Restaurant,9,1
Asian Restaurant,10,5
Asian Restaurant,11,16
Asian Restaurant,12,52
Asian Restaurant,13,58
Asian Restaurant,14,33
Asian Restaurant,15,27
Asian Restaurant,16,35
Asian Restaurant,17,33
Asian Restaurant,18,66
Asian Restaurant,19,87
Asian Restaurant,20,67
Asian Restaurant,21,50
Asian Restaurant,22,36
Asian Restaurant,23,22
Spanish Restaurant,0,5
Spanish Restaurant,1,3
Spanish Restaurant,2,2
Spanish Restaurant,3,1
Spanish Restaurant,4,3
Spanish Restaurant,5,0
Spanish Restaurant,6,2
Spanish Restaurant,7,16
Spanish Restaurant,8,9
Spanish Restaurant,9,5
Spanish Restaurant,10,8
Spanish Restaurant,11,2
Spanish Restaurant,12,23
Spanish Restaurant,13,11
Spanish Restaurant,14,10
Spanish Restaurant,15,17
Spanish Restaurant,16,9
Spanish Restaurant,17,21
Spanish Restaurant,18,15
Spanish Restaurant,19,42
Spanish Restaurant,20,22
Spanish Restaurant,21,23
Spanish Restaurant,22,10
Spanish Restaurant,23,13
Spiritual Center,0,0
Spiritual Center,1,0
Spiritual Center,2,1
Spiritual Center,3,0
Spiritual Center,4,1
Spiritual Center,5,1
Spiritual Center,6,0
Spiritual Center,7,1
Spiritual Center,8,3
Spiritual Center,9,4
Spiritual Center,10,1
Spiritual Center,11,2
Spiritual Center,12,2
Spiritual Center,13,5
Spiritual Center,14,3
Spiritual Center,15,1
Spiritual Center,16,6
Spiritual Center,17,5
Spiritual Center,18,11
Spiritual Center,19,9
Spiritual Center,20,6
Spiritual Center,21,1
Spiritual Center,22,1
Spiritual Center,23,0
Newsstand,0,0
Newsstand,1,0
Newsstand,2,0
Newsstand,3,0
Newsstand,4,0
Newsstand,5,0
Newsstand,6,0
Newsstand,7,0
Newsstand,8,1
Newsstand,9,0
Newsstand,10,0
Newsstand,11,0
Newsstand,12,0
Newsstand,13,0
Newsstand,14,2
Newsstand,15,1
Newsstand,16,0
Newsstand,17,1
Newsstand,18,3
Newsstand,19,1
Newsstand,20,1
Newsstand,21,0
Newsstand,22,2
Newsstand,23,0
Chinese Restaurant,0,20
Chinese Restaurant,1,19
Chinese Restaurant,2,9
Chinese Restaurant,3,10
Chinese Restaurant,4,9
Chinese Restaurant,5,28
Chinese Restaurant,6,50
Chinese Restaurant,7,33
Chinese Restaurant,8,40
Chinese Restaurant,9,23
Chinese Restaurant,10,31
Chinese Restaurant,11,48
Chinese Restaurant,12,164
Chinese Restaurant,13,124
Chinese Restaurant,14,88
Chinese Restaurant,15,71
Chinese Restaurant,16,52
Chinese Restaurant,17,72
Chinese Restaurant,18,140
Chinese Restaurant,19,141
Chinese Restaurant,20,124
Chinese Restaurant,21,111
Chinese Restaurant,22,58
Chinese Restaurant,23,33
Peruvian Restaurant,0,0
Peruvian Restaurant,1,0
Peruvian Restaurant,2,0
Peruvian Restaurant,3,0
Peruvian Restaurant,4,0
Peruvian Restaurant,5,0
Peruvian Restaurant,6,1
Peruvian Restaurant,7,0
Peruvian Restaurant,8,0
Peruvian Restaurant,9,0
Peruvian Restaurant,10,1
Peruvian Restaurant,11,0
Peruvian Restaurant,12,1
Peruvian Restaurant,13,1
Peruvian Restaurant,14,2
Peruvian Restaurant,15,1
Peruvian Restaurant,16,3
Peruvian Restaurant,17,0
Peruvian Restaurant,18,5
Peruvian Restaurant,19,2
Peruvian Restaurant,20,1
Peruvian Restaurant,21,4
Peruvian Restaurant,22,0
Peruvian Restaurant,23,1
Bowling Alley,0,11
Bowling Alley,1,1
Bowling Alley,2,2
Bowling Alley,3,0
Bowling Alley,4,2
Bowling Alley,5,3
Bowling Alley,6,0
Bowling Alley,7,1
Bowling Alley,8,5
Bowling Alley,9,3
Bowling Alley,10,0
Bowling Alley,11,2
Bowling Alley,12,2
Bowling Alley,13,6
Bowling Alley,14,4
Bowling Alley,15,10
Bowling Alley,16,7
Bowling Alley,17,10
Bowling Alley,18,23
Bowling Alley,19,29
Bowling Alley,20,30
Bowling Alley,21,34
Bowling Alley,22,20
Bowling Alley,23,15
Fried Chicken Joint,0,17
Fried Chicken Joint,1,15
Fried Chicken Joint,2,7
Fried Chicken Joint,3,9
Fried Chicken Joint,4,5
Fried Chicken Joint,5,3
Fried Chicken Joint,6,3
Fried Chicken Joint,7,7
Fried Chicken Joint,8,1
Fried Chicken Joint,9,4
Fried Chicken Joint,10,9
Fried Chicken Joint,11,11
Fried Chicken Joint,12,26
Fried Chicken Joint,13,25
Fried Chicken Joint,14,25
Fried Chicken Joint,15,19
Fried Chicken Joint,16,23
Fried Chicken Joint,17,13
Fried Chicken Joint,18,26
Fried Chicken Joint,19,35
Fried Chicken Joint,20,41
Fried Chicken Joint,21,28
Fried Chicken Joint,22,23
